"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENSMUSG00000102693.2.4933401J01Rik"
"11845",286.938509878884,-0.274549013524117,0.208191944698073,-1.3187302415676,0.187259312782763,0.29871386191811,"ENSMUSG00000086940.2	Gm12746"
"11846",383.190477479445,0.677173636365806,0.181919776917174,3.7223750371798,0.000197357590117234,0.000710797222212624,"ENSMUSG00000061887.15	Ssbp3"
"11847",11.700187730497,-1.50187814859207,0.869051791082456,-1.72818025807345,0.0839559119966761,0.155602742652109,"ENSMUSG00000085581.2	Gm12786"
"11848",20939.9321992318,2.59920967581053,0.148943112828556,17.4510229204247,3.38122844386545e-68,5.5607948182199e-66,"ENSMUSG00000028622.12	Mrpl37"
"11849",1243.17978532159,-1.85729181030053,0.153028532656277,-12.1368987734611,6.7329841676423e-34,2.77508131233906e-32,"ENSMUSG00000028621.18	Cyb5rl"
"11850",40.43370948201,-0.754014570930947,0.449402532421553,-1.67781558076237,0.093383106721551,0.169773665899427,"ENSMUSG00000047636.4	Cdcp2"
"11851",1528.11976336105,-0.0167180688493475,0.133356302171443,-0.125363920393164,0.900235450085706,0.936710645650705,"ENSMUSG00000085304.2	Gm12802"
"11852",228.005822862779,1.244421955043,0.223904205652019,5.5578319818477,2.73146124562608e-08,1.72646052733148e-07,"ENSMUSG00000028619.16	Tceanc2"
"11853",4255.95940808831,-1.17658106676615,0.127431209118982,-9.23306837391443,2.6298810441693e-20,4.72843028037943e-19,"ENSMUSG00000028618.12	Tmem59"
"11854",3.208041482896,-0.509711968365983,1.4519436543571,-0.351054923403124,0.725547144286994,NA,"ENSMUSG00000070877.5	Ldlrad1"
"11855",476.96156294166,0.859291634117229,0.179691131624431,4.78204809747216,1.73518146239969e-06,8.7174809918403e-06,"ENSMUSG00000028617.11	Lrrc42"
"11856",764.589529659623,0.330814476155564,0.147988863673422,2.23540115076225,0.0253910246362417,0.0560882852611212,"ENSMUSG00000063172.14	Hspb11"
"11857",88.3397594356143,0.128153499537861,0.349151402801589,0.367042774308102,0.713587112008708,0.807829923332843,"ENSMUSG00000082941.2	Gm12850"
"11858",480.526085052196,-0.111455853977542,0.170851215320699,-0.652356225668816,0.514171396395836,0.642334295031194,"ENSMUSG00000034785.16	Dio1"
"11859",2858.99436226045,-1.18722067644784,0.122501531943672,-9.69147616042664,3.27756761792689e-22,6.82148843557365e-21,"ENSMUSG00000057375.14	Yipf1"
"11860",6.18726257280876,-0.120525782530909,1.09875520135441,-0.109693025691564,0.912652831729838,0.945151599403996,"ENSMUSG00000082279.2	Gm12870"
"11861",90.3222707157795,2.51094983570958,0.441378395965258,5.68888250685296,1.27873409257987e-08,8.4120644717754e-08,"ENSMUSG00000086041.2	Gm12869"
"11862",1251.74373202146,-0.723688651181022,0.15569401576604,-4.64814686435029,3.34930418523848e-06,1.61172053090578e-05,"ENSMUSG00000028614.15	Ndc1"
"11863",1430.01486363254,-0.515294938581859,0.154169515168342,-3.34239189906768,0.000830597006967289,0.00265496661430569,"ENSMUSG00002075537.1	Gm54853"
"11864",93.6409931690017,-1.97861896026171,0.324403462081704,-6.09925352696568,1.06564936917103e-09,7.93442883614913e-09,"ENSMUSG00000034762.10	Glis1"
"11865",62.1477654984724,-0.457066343156682,0.395566895472807,-1.15547167467178,0.247897325494769,0.371483674635611,"ENSMUSG00000028610.17	Dmrtb1"
"11866",151.777435745471,0.0495656385258765,0.255976058491792,0.193633884426211,0.846462564364679,0.901607055509397,"ENSMUSG00000081916.2	Gm12899"
"11867",10.1205627574199,0.0658158986335845,0.874358280901461,0.0752733748523872,0.939997205157726,0.962807274743673,"ENSMUSG00000085549.8	1700047F07Rik"
"11868",82.5033044510045,-1.45170404923211,0.997120863848724,-1.45589577137998,0.145421434817372,0.244020885907036,"ENSMUSG00002075389.1	Gm54855"
"11869",2.9541208532531,0.106127212419709,1.55909910252749,0.0680695744405626,0.945730250241412,NA,"ENSMUSG00000084874.5	Gm12906"
"11870",180.035707549038,7.84308983542008,0.754846476862944,10.390311243175,2.74456016359437e-25,7.02900713653368e-24,"ENSMUSG00000087195.2	Gm12907"
"11871",460.53837321018,-0.000745774695617282,0.166283713359331,-0.00448495333999248,0.996421536970785,0.998325944136948,"ENSMUSG00000087289.4	4933424M12Rik"
"11872",1297.70404967622,0.033331650457191,0.150308549097293,0.221754854646464,0.824504725198222,0.886550013793999,"ENSMUSG00000087200.2	Lrp8os3"
